date,IBM,GE,LLY,F,BAC,KR,ITUB,GG,SIRI,ACB,VALE,PFE,CTL,T,ECA,ABEV,CVS,MRVL,CSCO,MO,BMY,WFC,HBAN
22.01.16,-0.003434447,-0.007107378,-0.009379498,-0.013267259,-0.04525662,-0.012196947,-0.022868169,0.012739036,-0.021681045,-0.025253843,-0.054311937,-0.006861621,-0.001682044,-0.003992004,-0.124837264,-0.004878054,-0.016551953,0,-0.008594843,0.002056956,-0.023249608,-0.028135919,-0.039002094
25.01.16,0.004168842,0.009583021,0.00305493,0.023103395,0.02664797,0.002995254,0.024605787,0.043816445,0.021681045,-0.005128227,0.032039322,0.005558297,0.033115577,0.011363802,0.043367253,0.01697003,-0.000318949,0.01697003,0.023460203,0.009543316,-0.003662126,0.012510557,-0.089079628
26.01.16,-0.013385519,-0.011010578,-0.00244316,-0.034014049,0.003749478,0.018319487,0.001734604,0.033901629,-0.027175559,-0.01033603,0.039740291,-0.004902759,0.002846097,0.002257281,0.005291013,0.040052487,0.003185006,-0.015748372,-0.01230128,0,-0.015755946,0.006403025,0.0257525
27.01.16,0.010362805,0.007472026,-0.062453344,-0.011884719,0.01264428,0.009564383,0.008628173,-0.001803468,0.002751031,0.002594079,-0.017467677,-0.010540272,0.007684589,0.001408231,0.144682741,0.016037038,-0.009050783,0.022934082,-0.013751815,0.011299589,-0.008952599,0.007180223,0.026285781
28.01.16,0.020809622,0.031061681,0.029378047,0.019450892,0.044098262,0.025839926,0.077660801,0.023194637,0.016349122,-0.015666148,0.076308221,0.009556804,0.023886501,0.01480688,-0.002285768,0.059554525,0.032620722,0.054569574,0.028999912,0.024516708,0.016218325,0.026426175,0.011723509
29.01.16,0.000320494,-0.015933858,-0.008888909,0.010828937,-0.012811585,0.032947714,0.022013508,0.017482946,0.005390843,0.041242966,-0.033198137,-0.010550698,0.018706685,0.003322233,-0.002290895,-0.008602195,0.007529337,0.008998927,-0.013116387,-0.002785778,-0.021793026,-0.005790191,0.006968718
01.02.16,-0.015256375,-0.014064913,-0.027150969,-0.047506767,-0.053709157,0.000996783,-0.108302482,-0.022788035,-0.041158099,0.005037804,-0.092781645,-0.000994883,-0.027002249,-0.003322233,-0.091190264,-0.044157348,-0.024759376,-0.029547629,-0.028073518,-0.007411661,-0.032587072,-0.022477342,-0.026981167
02.02.16,0.014374783,0.015111872,-0.002756176,-0.004353528,-0.015232573,0.000746889,0.073488811,0.09627686,-0.019802609,-0.012642381,0.071458895,-0.015716736,0.033928029,0.018137343,0.129440162,0.046314792,0.004518954,0.066914629,0.011757177,-0.010803754,0.021010942,-0.025512186,0.012994939
03.02.16,0.023220921,0.01763221,-0.024075082,0.006089597,0.016743182,-0.030833912,0.023867459,0.050246073,0.002853066,0.015151761,0.147974058,-0.022840607,0.017484329,-0.005187792,-0.038249898,0.02132275,-0.007789571,0.003230992,0.018868507,-0.006034222,-0.007010514,0.013563099,0.017452405
04.02.16,0.007181404,-0.022176878,0.00053837,-0.006962598,-0.022901779,-0.034733822,-0.006309163,0.05002903,-0.025975461,-0.051425163,-0.030191034,0.001033972,0.002634045,0.00953562,0.020431965,-0.029980805,-0.016300354,-0.037244189,-0.028001033,0.005365534,-0.001173212,-0.008115733,-0.010434895
05.02.16,-0.01244394,-0.013049062,-0.001750687,0.012152957,-0.053938477,-0.021760465,-0.030524429,0.069623945,-0.017699631,0.043877979,-0.035091287,-0.016322683,-0.0375236,0.006217064,-0.055441397,-0.008733672,-0.037760951,-0.012352729,0.001746003,0.005336899,0.018114332,-0.028827783,-0.020012449
08.02.16,-0.0231837,0.003897292,-0.006084039,-0.020924893,-0.00572136,-0.00244732,-0.009836135,-0.038786054,-0.002980625,0.084693871,-0.020040732,0.018731069,-0.032516731,-0.012473022,-0.094597873,-0.024418558,0.009547148,-0.017094498,-0.012286275,0.005474043,0.004928534,-0.001075831,0.004744963
09.02.16,-0.031772076,0.000706931,-0.009127482,-0.000881466,-0.018197382,0.00326173,0.027621551,0.028543522,0.014815142,-0.059754946,0.051293246,0.013313028,-0.008906914,-0.006020851,-0.092963044,0.008948597,0.028321231,-0.013889099,-0.00620017,-0.006639054,0.000982824,-0.006046285,-0.009512548
10.02.16,-0.019661228,-0.030495665,-0.022839965,-0.015104692,-0.070902611,-0.011462958,-0.040888731,0.029085602,-0.005899716,0,-0.088410873,-0.012282673,0.104180506,-0.006057321,-0.011527494,-0.011198261,0.008129279,-0.020012449,0.092033546,-0.000999626,-0.025872112,-0.022118461,-0.043963081
11.02.16,0.026708461,0.029081232,-0.002102482,0.033453834,0.068395319,0.050840308,0.014913269,0.041781556,0.023392857,0.052770072,0.099883354,0.007864682,0.04723596,0.00715474,0.025752472,0.011198261,0.020977924,0.023502823,0.017272986,-0.000333452,0.011359967,0.046509983,0.052291469
12.02.16,0.013947203,0.021009187,0.028494393,0.027328745,0.024794675,0.004165584,0.006557394,-0.055880483,0.008633139,0.038951063,0.051863424,0.015210665,0.010777072,0.004923432,0.016807103,-0.015712937,0.011203456,0.057545513,0.028657487,0.005487634,0.032361045,0.019466869,0.034927905
16.02.16,0.027006951,0.016495214,0.018242496,0.033143097,0.024991257,0.023874744,0.028987509,0.009421358,0.022663838,0.041810257,0.099567584,-0.006056557,0.027623222,-0.000272947,0.072320658,0.035559268,0.007706969,0.019544629,0.023710439,0.001657039,0.027598863,-0.002282882,0.003426695
17.02.16,0.049129962,-0.00890112,-0.016335147,-0.000815347,-0.025807936,-0.035109357,-0.045462331,0.054736798,0.002797202,0.029726178,-0.060624563,-0.002703615,0.019650929,0.009507128,-0.094793493,-0.015401777,-0.008222917,-0.002152903,-0.001134384,0.003635724,-0.009431043,-0.008345584,-0.028920464
18.02.16,0.004745272,-0.002065379,-0.011774514,-0.013136465,-0.009027526,-0.006325843,-0.003327787,-0.020500439,0.011111215,-0.060363145,0.020619267,-0.002032503,-0.019650929,-0.011419427,-0.117427943,-0.002219807,0.007198684,-0.013015356,0.004529979,-0.000990222,0.007551948,0.007514137,0.017452405
19.02.16,0.005171474,0.013349505,0.005493786,0.03731171,0.0332418,0.011828256,0.058268852,-0.021590628,0.021858838,-0.004454293,0.12756118,0.018811421,0.008707364,0.007898745,0.052889413,0.043485071,-0.001332964,0.015168259,0.003008649,0.010675928,-0.001568604,0.022616064,0.019418094
